Title ISBN|ISBN|Title|[N] Title|[G] Title|Author|[N] Author|[G] Author|[N] Subjects|[G] Subjects|[N] Abstract|[N] Notes|[N] Physical Description|[G] Page Count|Item DDC Code|Item Media|Title Publication Date|[G] Published Date|[N] Cover URL|[G] Cover URL
9781838696733|9781838696733.0|Austria : A Lonely Planet Travel Survival Kit.|Austria : a Lonely Planet travel survival kit.|Austria (Lonely Planet Country & Regional Guides).|Haywood, Anthony.||Lonely Planet, Lonely Planet (Corp)|Austria Guidebooks., Haywood, Anthony., Sieg, Caroline., Christiani, Kerry.|||At head of title, 1999-<2005>: Lonely Planet., Vols. for 1999-<2005> lack subtitle., Vols for 6th ed. (2011) - by Anthony Haywood, Caroline Sieg, Kerry Christiani., Volumes for 8th edition (2017) include pull-out map., Volumes for 8th edition (2017) - written and researched by Marc Di Duca, Kerry Christiani, Catherine Le Nevez, Donna Wheeler.|volumes: illustrations (some color), maps (some color); 20 cm.||914.36|BOOK - Book|Missing Value|2024|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781838696733?s=MD|
9781786574671|9781786574671.0|Finland.|Finland.||Symington, Andy|||Finland Guidebooks., Symington, Andy, author., Nevez, Catherine Le, author.|||Includes index., Volumes for <1999> by Jennifer Brewer, Markus Lehtipuu; <2003> by Paul Harding and Jennifer Brewer; <2006> by Andy Symington., Volumes for 8th edition (2015)- written and researched by Andy Symington, Catherine Le Nevez., Volumes for 9th edition (May 2018) - by Mara Vorhees, Catherine Le Nevez, Virginia Maxwell ;  with Helsinki pull-out map at the back of book.|volumes : illustrations (some color), maps ; 20 cm.||914.897|BOOK - Book|Missing Value||https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781786574671?s=MD|
9781788688888|9781788688888.0|Thailand : Lonely Planet|Thailand : Lonely Planet|Lonely Planet Thailand 19|Cummings, Joe.||Lonely Planet|Thailand Guidebooks., Cummings, Joe., Williams, China.|Travel||At head of title: Lonely Planet., Vols. for 1999-    by Joe Cummings., Vols for 15th ed. (2014)- written and researched by China Williams [and six others]., Vols for 16th ed. (2016) - written and researched by Mark Beales, Tim Bewer, Joe Bindloss, Austin Bush, David Eimer, Bruce Evans, Damina Harper, Isabella Noble., Volumes for 16th edition (2016) does not come with pull-out map., Vols. for 19th ed. (2024) comes with pull-out map.|volumes: illustrations (some color), maps; 19 cm.||915.93|BOOK - Book|1999-|2024-03-19|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781788688888?s=MD|http://books.google.com/books/content?id=ZXAF0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781838693909|9781838693909.0|Australia : A Lonely Planet Travel Survival Kit.|Australia : a Lonely Planet travel survival kit.|Australia (Lonely Planet Country & Regional Guides).|Rawlings-Way, Charles.||Lonely Planet (Corp)|Australia Guidebooks., Rawlings-Way, Charles.|||Vols. for 16th ed. (2011)- lack series title., Vols. for 16th ed. (2011)- written and researched by Charles Rawlings-Way ... [et al.]., Vols. for 16th ed. (2011) comes with Australia pull-out map., Includes index.|volumes: illustrations (some color), maps (some color); 19 cm.||919.404|BOOK - Book|1977-|2024|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781838693909?s=MD|
9781838693688|9781838693688.0|Bali, Lombok & Nusa Tenggara.|Bali, Lombok & Nusa Tenggara.|Lonely Planet Bali, Lombok and Nusa Tenggara 19|Maxwell, Virginia||Lonely Planet|Bali (Indonesia : Province) Guidebooks., Lombok (Indonesia) Guidebooks., Lesser Sunda Islands Guidebooks., Guidebooks., Maxwell, Virginia, 1962- contributor., Johanson, Mark (Travel writer), contributor., Levin, Sofia, contributor., Morgan, MaSovaida, contributor., Exelby, Narina, author.|||Includes index., Vols. 19th edition (2024) - writers: Narina Exelby and [3 others].|volumes ; color illustrations, maps ; 20 cm + 1 folded map.||915.986|BOOK - Book|2019-|2024-07-16|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781838693688?s=MD|http://books.google.com/books/content?id=VPRW0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781838697570|9781838697570.0|Experience Japan : Lonely Planet.|Experience Japan : Lonely Planet.|Lonely Planet Experience Japan 2|Dayman, Lucy||LONELY PLANET.|Japan Guidebooks., Guidebooks., Dayman, Lucy, author.|Travel||Volumes for 1st edition (March 2022)- written by Lucy Dayman [and 5 others]., Includes index.|volumes : colour illustrations, colour maps ; 18 cm + 1 pull-out map||915.204|BOOK - Book|2022-|2024-11-19|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781838697570?s=MD|http://books.google.com/books/content?id=17Sn0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781838691844|9781838691844.0|London : Lonely Planet Guidebooks.|London : Lonely Planet guidebooks.|Lonely Planet London 13|Missing Value||Steve Fallon, Damian Harper, Lauren Keith, Masovaida Morgan, Tasmin Waby|London (England) Guidebooks., Guidebooks.|||With pullout map--Cover., Vols for 9th ed. (Feb 2014) by- written and researched by Emilie Filou, Steve Fallon, Damian Harper and Vesna Maric.|volumes: color illustrations; 19 cm.||914.21|BOOK - Book|1998-|2024-03-19|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781838691844?s=MD|http://books.google.com/books/content?id=-CAF0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781838693619|9781838693619.0|Iceland : Lonely Planet|Iceland : Lonely Planet|Lonely Planet Iceland 13|Parnell, Fran.||Lonely Planet|Iceland Guidebooks., Parnell, Fran., O'Carroll, Etain.|Travel||At head of title: Lonely Planet., Includes index., Vols. for 6th (2007)- by Fran Parnell and Etain O'Carroll., Latest ed. consulted: 6th (2007)., Volumes for 10th edition (2017) include pull-out map., Volumes for 10th edition (2017) - written and researched by Carolyn Bain, Alexis Averbuck.|volumes: illustrations (some color), maps; 20 cm||914.912|BOOK - Book|2004-|2024-03-19|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781838693619?s=MD|http://books.google.com/books/content?id=2WIF0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780241673232|9780241673232.0|London : Eyewitness Travel Guides.|London : Eyewitness travel guides.|DK London|DK Publishing, Inc.||DK Travel|London (England) Guidebooks.|History||Volumes for 2018 - main contributor: Michael Leapman.|volumes: illustrations (some color), maps (some color); 23 cm.||914.21|BOOK - Book|1993-|2024-09-05|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780241673232?s=MD|http://books.google.com/books/content?id=lwVi0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781839059926|9781839059926.0|The Rough Guide To Tokyo.|The rough guide to Tokyo.|The Rough Guide to Tokyo: Travel Guide with Free EBook|Dodd, Jan.||Rough Guides|Tokyo (Japan) Guidebooks., Tokyo (Japan) Description and travel., Guidebooks., Dodd, Jan., Richmond, Simon.|Travel||Vols. for <2001-> : by Jan Dodd and Simon Richmond., Volumes for 7th edition (2017) - by Martin Zatko.|volumes : color maps ; 15 cm||915.213|BOOK - Book|2001-|2024-07-02|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781839059926?s=MD|http://books.google.com/books/content?id=tD0P0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781838697853|9781838697853.0|Germany : Lonely Planet|Germany : Lonely Planet|Germany 2024|Missing Value||Andrea Schulte-Peevers|Germany Guidebooks., Guidebooks.|Germany||8th edition, published Mar 2016 comes with a pull-out map.|volumes.||914.304|BOOK - Book|[1998]-|2024|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781838697853?s=MD|
9781838697709|9781838697709.0|Experience Tokyo : Lonely Planet.|Experience Tokyo : Lonely Planet.|Experience Tokyo (Lonely Planet Experience Guide).|Leow, Florentyna||Lonely Planet (Corp)|Tokyo (Japan) Guidebooks., Japan Guidebooks., Guidebooks., Leow, Florentyna, author.|||Volume for 1st edition (June 2022)- by Florentyna Leow [and 3 others]., Get away from the everyday.|volumes : colour illustrations, colour maps ; 18 cm + 1 pull-out map||915.213|BOOK - Book|2022-|2024|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781838697709?s=MD|
9780241676301|9780241676301.0|London : Dk Eyewitness Top 10 Travel Guides.|London : DK eyewitness top 10 travel guides.|DK Eyewitness Top 10 London|DK Publishing, Inc.||Dk Eyewitness|London (England) Guidebooks., London (England) Description and travel., Guidebooks.|Travel||At head of title: DK eyewitness top 10 travel guides., Your guide to the 10 best of everything., Volumes for 2017, 2018 and 2020 - by Roger Williams., Volumes for 2017, 2018, 2020 come with pull-out map.|volumes : color illustrations, color maps ; 19 cm.||914.21|BOOK - Book|2002-|2024-09-24|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780241676301?s=MD|http://books.google.com/books/content?id=Sf1l0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781838693510|9781838693510.0|Croatia : Lonely Planet.|Croatia : Lonely Planet.|Lonely Planet Croatia 12|Mutić, Anja.||Lonely Planet|Croatia Description and travel Guidebooks., Guidebooks., Mutić, Anja., Stewart, Iain.|Travel||Vols. for 2011 - by Anja Mutić and Iain Stewart., Includes index., Volumes for 9th edition (2017) - written and researched by Peter Dragicevich, Marc Di Duca, Anja Mutić.|volumes : illustrations (some color), maps (some color) ; 20 cm.||914.972|BOOK - Book|[1999]-|2024-03-19|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781838693510?s=MD|http://books.google.com/books/content?id=-ikF0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780857504791|9780857504791.0|Spare|Spare / Prince Harry.|Spare|Harry|Harry|Prince Harry|Harry, Prince, Duke of Sussex, 1984-, Meghan, Duchess of Sussex, 1981-, Princes Great Britain Biography., Windsor, House of Biography., Autobiographies.|Biography & Autobiography|||410 pages : illustrations ; 24 cm||941.086|BOOK - Book|2023.|2023|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780857504791?s=MD|http://books.google.com/books/content?id=W6B5zwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780241675090|9780241675090.0|Paris : Eyewitness Travel Guides.|Paris : Eyewitness travel guides.|DK Paris|Tillier, Alan.||DK Travel|Paris (France) Guidebooks., Tillier, Alan.|History||Includes index., Vols. for (2005) and (2013)- have main contributor, Alan Tillier., Vols for <2013> comes with a pull-out city map., Volumes for 2017 and 2018 - main contributor: Alan Tillier., Volumes for 2017, 2018, 2019, and 2020 include pull-out map., Volumes for 2019 and 2020- main contributors: Bryan Pirolli, Alan Tillier.|volumes : color illustrations, color maps ; 23 cm.||914.436|BOOK - Book|1993-|2024-09-05|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780241675090?s=MD|http://books.google.com/books/content?id=uVlm0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780241664827|9780241664827.0|Canada : Dk Eyewitness Travel.|Canada : DK Eyewitness travel.|DK Eyewitness Canada|Missing Value||DK Eyewitness|Canada Description and travel., Canada Guidebooks., Guidebooks.|||Vols. for 2022- : Inspire / plan / discover / experience|volumes : illustrations (some color), color maps ; 22 cm.||917.104|BOOK - Book|2000-|2024-04-04|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780241664827?s=MD|http://books.google.com/books/content?id=8dMM0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780241311875|9780241311875.0|Rome : Eyewitness Travel Guides.|Rome : Eyewitness travel guides.|Eyewitness Travel Guide - Rome|Missing Value||DK Travel|Rome (Italy) Guidebooks.|Guidebooks||Includes index., Latest ed. consulted: (2005)., Volumes for 2017, 2018, 2020 include pull-out map.|volumes : color illustrations, color maps ; 23 cm.||914.563|BOOK - Book|1993-|2018-09|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780241311875?s=MD|
9784805314005|9784805314005.0|My Hokkaido : The Ultimate Guide To Japan'S Great Northern Islands|My Hokkaido : the ultimate guide to Japan's great northern islands / Aaron Jamieson.|My Hokkaido|Jamieson, Aaron|Jamieson, Aaron|Aaron Jamieson|Hokkaido (Japan) Description and travel., Travel., Japan Hokkaido., Illustrated works., Illustrated works.|Photography|In this book, Jamieson provides his personal tips on places to explore and things to do in and around the main cities of Sapporo, Otaru, Hakodate and Asahikawa.||||915.24|BOOK - Book|[2022]|2022-09|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9784805314005?s=MD|http://books.google.com/books/content?id=pc6JzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781999810009|9781999810009.0|Super Cheap Japan : Budget Travel In Tokyo, Kyoto, Osaka, Nara, Hiroshima And Surrounding Areas|Super cheap Japan : budget travel in Tokyo, Kyoto, Osaka, Nara, Hiroshima and surrounding areas / Matthew Baxter.|Super Cheap Japan|Baxter, Matthew|Baxter, Matthew|Matthew Baxter|Japan Guidebooks., Japan Description and travel., Guidebooks.|Japan|This book is perfect for backpackers, budget travelers, families on a tight budget, students and those who are new to Japan. Get the most out of this amazing country, without burning a hole in your wallet -- From publisher's website.||176 pages : color illustrations, color maps ; 23 cm||915.204|BOOK - Book|[2017]|2017-09-22|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781999810009?s=MD|http://books.google.com/books/content?id=NHzuzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781847942654|9781847942654.0|The World For Sale : Money, Power And The Traders Who Barter The Earth'S Resources|The world for sale : money, power and the traders who barter the Earth's resources / Javier Blas and Jack Farchy.|The World for Sale|Blas, Javier|Blas, Javier|Javier Blas, Jack Farchy|Commercial products., International trade Political aspects., International economic relations Political aspects., Globalization Economic aspects., Globalization Political aspects., Farchy, Jack, author.||The modern world is built on commodities - from the oil that fuels our cars to the metals that power our smartphones. We rarely stop to consider where they come from. But we should. In The World for Sale, two leading journalists lift the lid on one of the least scrutinised corners of the economy: the workings of the billionaire commodity traders who buy, hoard and sell the earth's resources. It is the story of how a handful of swashbuckling businessmen became indispensable cogs in global markets: enabling an enormous expansion in international trade, and connecting resource-rich countries - no matter how corrupt or war-torn - with the world's financial centres. And it is the story of how some traders acquired untold political power, right under the noses of Western regulators and politicians - helping Saddam Hussein to sell his oil, fuelling the Libyan rebel army during the Arab Spring, and funnelling cash to Vladimir Putin's Kremlin in spite of strict sanctions. The result is an eye-opening tour through the wildest frontiers of the global economy, as well as a revelatory guide to how capitalism really works.||v, 410 pages : illustration, maps ; 25 cm||382.0|BOOK - Book|2021|2020-07-09|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781847942654?s=MD|http://books.google.com/books/content?id=Le51ygEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781786716361|9781786716361.0|China : Insight Guides|China : Insight guides|Insight Guides China (Travel Guide with Free EBook)|Missing Value||Insight Guides|China Guidebooks.|Travel|||volumes : colour illustrations, colour maps. ; 23 cm.||915.104|BOOK - Book|2013-|2017-08-05|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781786716361?s=MD|http://books.google.com/books/content?id=kPwdMQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781838691981|9781838691981.0|Paris : A Lonely Planet City Guide.|Paris : a Lonely Planet city guide.|Lonely Planet Paris 14|Fallon, Steve||Lonely Planet|Paris (France) Guidebooks., Guidebooks., Fallon, Steve, 1953-, Pitts, Christopher., Williams, Nicola, 1971-, Le Nevez, Catherine.|Travel||Vols. for 8th ed. (2011)- by Steve Fallon, Chris Pitts, Nicola Williams., Vols. for 8th ed. (2011)- come with pull-out maps., Subtitle not present on 2nd ed., At head of title: Lonely Planet., Includes index., Vols. for 10th ed. (2015)- written and researched by Catherine Le Nevez, Christopher Pitts, Nicola Williams., Volumes for 11th edition (2017) include pull-out map., Volumes for 14h edition - written by Alexis Averbuck, Fabienne Fong Ysn, Madeleine Rothery, Nicota Leigh Stewart, Jean-Bernard Carillet, Rooksana Hossenally., Volumes for 14th edition include pull-out map.|volumes: illustrations (some color), maps (some color); 19 cm.||914.436|BOOK - Book|Missing Value|2024-03-19|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781838691981?s=MD|http://books.google.com/books/content?id=dR4F0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781838699208|9781838699208.0|Pocket Sydney : Top Sights, Local Life, Made Easy : Lonely Planet.|Pocket Sydney : top sights, local life, made easy : Lonely Planet.|Lonely Planet Pocket Sydney 7|Dragicevich, Peter.||Lonely Planet|Sydney (N.S.W.) Guidebooks., Dragicevich, Peter.|Travel||Includes index., Issues for 2007- by Peter Dragicevich.|volumes : color illustrations, color maps ; 16 cm. + 1 color folded map||919.441|BOOK - Book|2007-|2024-09-17|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781838699208?s=MD|http://books.google.com/books/content?id=Zwxx0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780241675533|9780241675533.0|Portugal : Eyewitness Travel Guides.|Portugal : Eyewitness travel guides.|DK Portugal|DK Publishing, Inc.||DK Travel|Portugal Guidebooks.|History||Main contributor for 2016: Martin Symington., Main contributors for 2019 : Matthew Hancock and Mandy Tomlin, Andy Gregory, Martin Symington., 2022 edition is updated by Joanna Taborda.|volumes: color illustrations, color maps; 23 cm||914.69|BOOK - Book|1997-|2024-09-05|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780241675533?s=MD|http://books.google.com/books/content?id=TRti0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781838697280|9781838697280.0|Dubai & Abu Dhabi : Lonely Planet.|Dubai & Abu Dhabi : Lonely Planet.||Quintero, Josephine.|||Dubai (United Arab Emirates) Guidebooks., Abū Ẓaby (United Arab Emirates) Guidebooks., United Arab Emirates Guidebooks., Guidebooks., Quintero, Josephine.|||At head of title: Lonely Planet., Vols. for 2012- written and researched by Josephine Quintero., Volumes for 9th edition (2019) comes with pull-out map ; local secrets.|volumes : color illustrations, color maps ; 20 cm||915.357|BOOK - Book|Missing Value||https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781838697280?s=MD|
9780099590088|9780099590088.0|Sapiens : A Brief History Of Humankind|Sapiens : a brief history of humankind / Yuval Noah Harari ; translated by the author, with the help of John Purcell and Haim Watzman.|Sapiens|Harari, Yuval N.|Harari, Yuval N.|Yuval Noah Harari|Chronology, Historical., Civilization History., Cognition and culture., Human beings History., Technology and civilization History., World history., Purcell, John, translator., Watzman, Haim, translator.|History||First published by Harvill Secker in 2014--Title page verso., First published in Hebrew in Israel in 2011 by Kinneret, Zmora-Bitan, Dvir - title verso.|x, 498 pages : illustrations, maps, facsimiles ; 20 cm||909.0|BOOK - Book|[2015]|2015-04-01|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780099590088?s=MD|http://books.google.com/books/content?id=uJ_CoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780008399634|9780008399634.0|Korean Visual Dictionary.|Korean visual dictionary.|Korean Visual Dictionary: a Photo Guide to Everyday Words and Phrases in Korean (Collins Visual Dictionary)|Missing Value||Collins Dictionaries|Korean language Dictionaries English., English language Dictionaries Korean., Picture dictionaries, Korean., Dictionaries.|||Includes index.|271 pages : color illustrations ; 16 cm||495.732|BOOK - Book|2021|2021-02-04|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780008399634?s=MD|http://books.google.com/books/content?id=sxCVzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780241672198|9780241672198.0|Prague : Dk Eyewitness|Prague : DK Eyewitness|DK Prague|Soukup, Vladimír, ǂd 1949-||DK Travel|Prague (Czech Republic) Guidebooks., Soukup, Vladimír, ǂd 1949-|History||Description based on: 1995-, Vols. for <2013> main contributor, Vladimír Soukup., Vols for <2013> comes with pull-out city map., Volumes for 2017 - main contributor: Vladimir Soukup., Volumes for 2017 include pull-out map., Volumes for 2019 include pull-out map., Volume for 2022 include pull-out map., Volumes for 2019 - main contributors: Marc Di Duca and Vladimir Soukup., 2022 edition is updated by contributor, Joseph Reaney.|volumes : colur illustrations, colour maps ; 22 cm||914.371|BOOK - Book|1994-|2024-08|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780241672198?s=MD|http://books.google.com/books/content?id=pKlY0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9789814189736|9789814189736.0|Robert Kuok, A Memoir With Andrew Tanzer.|Robert Kuok, a memoir with Andrew Tanzer.|Robert Kuok: A Memoir|Kuok, Robert|Kuok, Robert|Robert Kuok, Andrew Tanzer|Kuok, Robert, Kuok, Robert Family., Businessmen Malaysia Biography., Businessmen China Hong Kong Biography., Success in business Biography., Malaya History Japanese occupation, 1942-1945., Tanzer, Andrew, author.|Biography & Autobiography|||372 pages : illustrations (some color, portraits); 22 cm||338.04|BOOK - Book|[2017]|2018-03|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9789814189736?s=MD|http://books.google.com/books/content?id=ew4LEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
